Year_Type,Year,Employee_Identifier,Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
Calendar,2015,41375,99456.04,0,1176.46,100632.5,20387.54,10513.04,8111.98,39012.56,139645.06
Calendar,2015,36323,75859.83,0,2223.46,78083.29,15952.88,12228.04,6411.51,34592.43,112675.72
Fiscal,2016,46259,88163.49,24618.63,9047.85,121829.97,17157.8,9726.79,2047.54,28932.13,150762.1
Fiscal,2016,15239,142011.93,25698.7,4970.75,172681.38,25210.54,13031.4,2912.96,41154.9,213836.28
Calendar,2014,19170,76411.08,0,624,77035.08,16835.6,13054.94,6117,36007.54,113042.62
Fiscal,2014,18578,1065.55,0,0,1065.55,0,0,84.18,84.18,1149.73
Calendar,2015,24022,61339.97,472.45,4739.44,66551.86,13285.33,12406.58,5438.81,31130.72,97682.58
Fiscal,2015,20597,16604.27,1902.95,773.36,19280.58,4895.02,5253.23,1568.56,11716.81,30997.39
Calendar,2014,28826,93901.88,1426.82,19975.72,115304.42,23931.27,13014.46,1906.05,38851.78,154156.2
Calendar,2014,44526,11487,0,0,11487,0,3765.85,28.17,3794.02,15281.02
Calendar,2015,48052,90646.02,0,0,90646.02,18668.76,12424.5,7431.19,38524.45,129170.47
Calendar,2014,45915,80680,395.48,5521.99,86597.47,11187.47,7672.29,4035.77,22895.53,109493
Fiscal,2014,19457,58128,233.16,0,58361.16,12392.86,6711.71,4268.93,23373.5,81734.66
Fiscal,2014,53327,53840.4,0,3411.6,57252,11612.32,12512.55,4716.89,28841.76,86093.76
Fiscal,2014,38912,58197.37,12314.22,4231.87,74743.46,12758.24,12509.55,6101.04,31368.83,106112.29
Fiscal,2013,17762,92890.45,0,780.03,93670.48,17057.43,12801.79,15430.5,45289.72,138960.2
Fiscal,2014,11144,61789.75,0,0,61789.75,12864.65,4907.94,5110.28,22882.87,84672.62
Fiscal,2013,41395,922.41,0,14.22,936.63,0,335.43,72.51,407.94,1344.57
Fiscal,2014,51238,27356.4,9514.58,12123.12,48994.1,5832.43,5417.31,3929.25,15178.99,64173.09
Calendar,2014,53192,8910.76,0,45.23,8955.99,0,3202.52,693.37,3895.89,12851.88
Fiscal,2016,28056,103835.11,5059.65,2693.85,111588.61,19774.63,13068.8,8961.53,41804.96,153393.57
Fiscal,2013,29383,130444.92,57534.06,16433.1,204412.08,25989.52,15683.42,3369.51,45042.45,249454.53
Calendar,2013,36705,86373,2717.48,10275.47,99365.95,18464.48,12918.25,7828.84,39211.57,138577.52
Fiscal,2016,20050,99836.8,2037.27,1166,103040.07,18796.58,13068.76,8282.1,40147.44,143187.51
Calendar,2013,45081,74895.05,10813.04,97697,183405.09,14049.34,6752.17,257.61,21059.12,204464.21
Calendar,2014,32073,116240.97,14579.01,14579.71,145399.69,24412.88,13016.53,2362.31,39791.72,185191.41
Fiscal,2013,29291,80768.03,0,0,80768.03,14707.92,12801.79,6348.43,33858.14,114626.17
Calendar,2013,18642,54407.52,0,0,54407.52,9993.2,7176.81,4500.94,21670.95,76078.47
Fiscal,2014,37657,58750.73,1579.73,13811.33,74141.79,0,0,1226.57,1226.57,75368.36
Calendar,2013,33891,106004.3,0,4856.96,110861.26,23444.57,10578.85,7841.12,41864.54,152725.8
Fiscal,2013,1576,54670.4,3602.12,497.69,58770.21,12833.43,13347.7,4521.61,30702.74,89472.95
Fiscal,2014,38884,120682.12,0,0,120682.12,25708.3,12512.54,9731.22,47952.06,168634.18
Calendar,2013,44958,74937.5,312.64,0,75250.14,14726.47,12901.8,6215.64,33843.91,109094.05
Calendar,2013,45421,58302.56,0,1528.6,59831.16,11788.62,12531.48,4950.86,29270.96,89102.12
Fiscal,2016,8722,99262.37,13531.28,12082.09,124875.74,28036.63,12887.99,2090.56,43015.18,167890.92
Calendar,2013,26524,65939.41,1073.52,3194.56,70207.49,13047.83,11918.75,6365.55,31332.13,101539.62
Fiscal,2013,24857,59002.17,11378.28,1280.89,71661.34,15445.39,12301.52,5385.13,33132.04,104793.38
Fiscal,2014,2920,665.36,590.44,0,1255.8,0,212.74,97.24,309.98,1565.78
Calendar,2014,41606,84656,3206.58,8380.67,96243.25,19325.1,13054.94,1602.05,33982.09,130225.34
Fiscal,2015,16297,63736.2,108.68,13698.55,77543.43,17274.86,12500.56,6026.38,35801.8,113345.23
Fiscal,2014,20356,59684.16,0,0,59684.16,0,5725.93,4620.74,10346.67,70030.83
Calendar,2013,36617,7974.25,140.91,0,8115.16,0,2284.62,628.28,2912.9,11028.06
Calendar,2015,13410,53725.32,3655.13,5147.3,62527.75,12150.4,7853.95,5007.19,25011.54,87539.29
Fiscal,2016,2685,69086.1,637.62,2429.85,72153.57,13309.1,13068.76,5716.92,32094.78,104248.35
Calendar,2015,36500,24447.54,0,1411.29,25858.83,0,6570.65,2004.54,8575.19,34434.02
Calendar,2013,51965,115802.51,0,0,115802.51,22184.57,12918.24,8861.31,43964.12,159766.63
Fiscal,2016,22972,93011.95,0,0,93011.95,17309.49,13068.8,7503.42,37881.71,130893.66
Fiscal,2015,8572,26471.05,0,0,26471.05,0,5970.39,2049.38,8019.77,34490.82
Fiscal,2016,32932,0,0,153.77,153.77,0,0,11.76,11.76,165.53
Calendar,2015,7100,55180.35,0,200,55380.35,12348.81,12184.67,4528.32,29061.8,84442.15
Fiscal,2015,34816,81862.24,0,626.4,82488.64,18502.18,12500.56,6477.07,37479.81,119968.45
Fiscal,2016,27868,124504.22,1937.73,21106.86,147548.81,24585.73,11522.5,10641.5,46749.73,194298.54
Calendar,2015,7328,76223.36,9511.01,2399.17,88133.54,16010.93,11301.52,1398.85,28711.3,116844.84
Calendar,2013,14648,36948.7,10786.59,5075.24,52810.53,7896.27,6028.51,3958.97,17883.75,70694.28
Calendar,2013,3122,200,0,0,200,0,0,15.8,15.8,215.8
Fiscal,2016,614,54386.22,0,1563.95,55950.17,10412.34,10864.7,4668.66,25945.7,81895.87
Fiscal,2015,26850,97120.6,0,0,97120.6,21784.05,12500.57,7557.31,41841.93,138962.53
Fiscal,2014,2074,54104.77,13.61,0,54118.38,11535.12,11630.93,4092.63,27258.68,81377.06
Fiscal,2016,21610,81350.3,0,2228.8,83579.1,15567.91,13068.81,6931.91,35568.63,119147.73
Calendar,2014,32688,57339.7,1180.51,2311.05,60831.26,13567.79,13054.94,4915.58,31538.31,92369.57
Fiscal,2015,38365,72644.6,2092.5,1050,75787.1,16529.7,12500.55,6242.59,35272.84,111059.94
Calendar,2013,44785,77274.17,0,1460,78734.17,15477.58,12918.24,6177.32,34573.14,113307.31
Calendar,2014,13018,103415.27,0,8858.37,112273.64,24441.08,11109.75,8813.26,44364.09,156637.73
Calendar,2013,42965,2716.63,0,0,2716.63,0,1540.02,210.32,1750.34,4466.97
Calendar,2013,21723,22684.6,0,244.58,22929.18,4371.33,4875.8,1668.22,10915.35,33844.53
Fiscal,2014,53227,88486.62,0,0,88486.62,18865.41,12491.51,7244.05,38600.97,127087.59
Fiscal,2016,47123,136397.98,0,21607.21,158005.19,24728.96,13068.8,10709.1,48506.86,206512.05
Calendar,2014,4267,4612.21,0,14.88,4627.09,1309.48,1556.55,302.86,3168.89,7795.98
Fiscal,2015,7805,1292.38,0,0,1292.38,0,631.61,100.05,731.66,2024.04
Fiscal,2016,25920,51746.31,0,0,51746.31,9629.95,8894.4,4161.84,22686.19,74432.5
Calendar,2013,14413,7448.01,0,17726.24,25174.25,1368.41,956.91,1970.74,4296.06,29470.31
Fiscal,2014,10129,74041.03,0,18423.2,92464.23,16141.61,11457.85,7507.47,35106.93,127571.16
Fiscal,2016,48016,86096.4,0,0,86096.4,16022.49,13068.81,6714.61,35805.91,121902.31
Fiscal,2013,5654,59680.8,6245.1,4921.74,70847.64,11339.3,7557.97,5838.14,24735.41,95583.05
Fiscal,2014,15975,104139.21,381.8,29175.63,133696.64,26840.57,10286.83,1941.79,39069.19,172765.83
Calendar,2013,6393,4552.89,0,15.51,4568.4,0,0,169.95,169.95,4738.35
Calendar,2015,8731,7116.76,65.85,0,7182.61,0,1962.23,557.49,2519.72,9702.33
Calendar,2013,20963,63282.35,1397.92,7353.98,72034.25,12878.25,7176.79,1221.01,21276.05,93310.3
Fiscal,2015,18392,294.25,0,0,294.25,0,131.71,22.77,154.48,448.73
Fiscal,2015,15397,12604.13,0,1487.06,14091.19,2775.02,1137.5,238.13,4150.65,18241.84
Fiscal,2016,35489,17491.78,0,481.04,17972.82,0,5940.52,1395.08,7335.6,25308.42
Fiscal,2014,48007,72800.23,0,0,72800.23,15520.98,9396.39,5972.53,30889.9,103690.13
Fiscal,2016,48524,75996.93,0,628.8,76625.73,14260.14,13068.8,6360.36,33689.3,110315.03
Fiscal,2014,6693,42763.51,0,6042.5,48806.01,9117.24,8629.46,3914.27,21660.97,70466.98
Fiscal,2016,15846,117158.7,0,29178.84,146337.54,21469.84,11584.86,11452.76,44507.46,190845
Calendar,2014,25578,113866.03,56967.03,17308.13,188141.19,26602.41,13054.94,3108.11,42765.46,230906.65
Fiscal,2013,31553,64558,10922.02,11877.15,87357.17,13322.94,12801.79,6966.1,33090.83,120448
Fiscal,2016,6248,7971.19,0,0,7971.19,0,1153.5,618.69,1772.19,9743.38
Fiscal,2015,27406,55533.11,0,0,55533.11,14327.53,12500.56,4483.74,31311.83,86844.94
Calendar,2014,48284,66153.14,22202.79,1932.52,90288.45,19891.84,14018.12,6606.72,40516.68,130805.13
Calendar,2015,44486,97356.62,21394.19,15349.84,134100.65,27406.94,12370.74,2219.62,41997.3,176097.95
Calendar,2014,13046,87842.04,0,8230.24,96072.28,19398.74,13054.94,7524.71,39978.39,136050.67
Fiscal,2016,2671,83659.94,4334.48,3600.62,91595.04,16214.05,13085.96,7527.31,36827.32,128422.36
Fiscal,2016,35068,187748.78,0,1500,189248.78,34310.77,13068.8,11570.67,58950.24,248199.02
Fiscal,2016,14917,3448,0,0,3448,0,1343.66,267.62,1611.28,5059.28
Calendar,2015,43150,15370.84,0,471.9,15842.74,3977.08,6498.97,1263.24,11739.29,27582.03
Fiscal,2016,155,20144.3,443.64,815.4,21403.34,3900.61,4638.93,1642.58,10182.12,31585.46
Calendar,2013,15432,67392,0,0,67392,13242.41,12918.24,5573.02,31733.67,99125.67
Fiscal,2014,8131,65594.71,69.83,0,65664.54,13984.86,12512.55,5425.15,31922.56,97587.1
Fiscal,2015,50334,5699.2,0,0,5699.2,0,1245.28,441.23,1686.51,7385.71
Calendar,2013,52151,15882.89,0,525,16407.89,4041.43,4168.53,1270.71,9480.67,25888.56
Fiscal,2013,39373,64500.28,4639.39,1159.64,70299.31,16804,13447.85,5516.42,35768.27,106067.58
Calendar,2013,21815,91472.34,0,960,92432.34,18143.43,12404.07,7655.98,38203.48,130635.82
Calendar,2015,25389,9022.63,0,1102,10124.63,1649.02,3912.52,795.34,6356.88,16481.51
Calendar,2013,31297,78354.37,518.4,0,78872.77,15409.86,12849.47,6281.7,34541.03,113413.8
Fiscal,2015,38152,80076.1,3542.81,2050,85668.91,18420.9,12500.57,6714.76,37636.23,123305.14
Fiscal,2015,25610,61630.07,0,0,61630.07,13521.63,6703.46,5086.79,25311.88,86941.95
Fiscal,2016,45526,24039.48,0,3467.92,27507.4,0,1770.78,1664.55,3435.33,30942.73
Fiscal,2013,13941,10770.16,0,934.48,11704.64,0,3198.42,920.36,4118.78,15823.42
Calendar,2013,46708,139869.04,0,1249.5,141118.54,27053.96,12918.24,9847.08,49819.28,190937.82
Calendar,2013,10580,121801.38,5540.41,14362.58,141704.37,23180.18,12918.24,2293.62,38392.04,180096.41
Fiscal,2016,28734,74984.44,0,3957.9,78942.34,14145.47,13068.8,6285.5,33499.77,112442.11
Fiscal,2014,50572,5192.35,0,14892.3,20084.65,1116.02,844.95,1563.53,3524.5,23609.15
Fiscal,2014,40147,49858.1,0,6463.55,56321.65,13511.67,12512.55,4540.95,30565.17,86886.82
Calendar,2013,45453,22584.11,1100.4,1948.85,25633.36,4662.11,2966.42,2060.35,9688.88,35322.24
Fiscal,2014,22282,111355.05,17636.95,15376.33,144368.33,23556.82,12413.01,2296.1,38265.93,182634.26
Fiscal,2014,9989,65397.35,7762.3,3265.7,76425.35,13953.4,11841.38,5742.88,31537.66,107963.01
Fiscal,2015,38708,91325.94,1214.83,2445.54,94986.31,21032.96,12500.56,7554.29,41087.81,136074.12
Fiscal,2015,2953,33042.54,9489.62,376.08,42908.24,8622.02,12362.62,3472.22,24456.86,67365.1
Calendar,2015,14850,3517.5,0,0,3517.5,907.54,0,277.88,1185.42,4702.92
Fiscal,2016,41493,0,0,72133.28,72133.28,0,0,0,0,72133.28
Fiscal,2014,10641,9499.98,0,11365,20864.98,0,12512.55,302.55,12815.1,33680.08
Fiscal,2014,9910,53925.97,1935.14,5985.87,61846.98,12544.56,7987.72,5335.91,25868.19,87715.17
Fiscal,2016,14527,13785.02,0,26.45,13811.47,1795.47,6135.36,1125.31,9056.14,22867.61
Calendar,2013,47676,22083,1393.79,2675.03,26151.82,5332.3,6471.08,2103.06,13906.44,40058.26
Fiscal,2016,43304,14744.77,0,0,14744.77,0,1245.47,1144.45,2389.92,17134.69
Fiscal,2013,34306,91870.03,0,0,91870.03,16610.19,12760.12,1560.77,30931.08,122801.11
Calendar,2013,11479,95276,989.95,0,96265.95,18728.69,12918.27,7455.75,39102.71,135368.66
Calendar,2015,27189,70069.02,0,0,70069.02,14211.52,10513.03,5644.48,30369.03,100438.05
Calendar,2014,37918,53612,0,6715.28,60327.28,13779.95,13054.94,4855.32,31690.21,92017.49
Fiscal,2016,41116,65015.97,4192.06,1299.51,70507.54,15687.29,13670.12,5161.84,34519.25,105026.79
Calendar,2014,34185,199916.07,0,0,199916.07,42700.21,13054.94,19397.21,75152.36,275068.43
Fiscal,2013,19186,90245.46,1170.23,13951.96,105367.65,20401.83,12851.02,1774.75,35027.6,140395.25
Calendar,2015,412,56163.3,2.45,1528.33,57694.08,10885.46,8601.58,3797.68,23284.72,80978.8
Fiscal,2014,48375,2267.84,0,14.3,2282.14,0,804.51,176.67,981.18,3263.32
Fiscal,2016,33161,47010.98,68.84,9019.55,56099.37,0,3709.89,4354.82,8064.71,64164.08
Fiscal,2016,44586,17579.75,2913.71,361.33,20854.79,3945.24,4127.65,1572.49,9645.38,30500.17
Calendar,2014,16289,116584,12239.97,4295.23,133119.2,24496.72,13054.94,2120.94,39672.6,172791.8
Calendar,2013,40994,142425.01,0,8729.77,151154.78,31756.98,12918.24,7142.83,51818.05,202972.83
Calendar,2014,32404,1196,0,0,1196,0,75.06,92.6,167.66,1363.66
Calendar,2013,53693,98339.55,0,0,98339.55,19330.85,12918.24,7899.34,40148.43,138487.98
Calendar,2013,21753,123471.12,9597.93,2157.21,135226.26,23504.67,12918.24,2296.35,38719.26,173945.52
Fiscal,2016,48267,57706.21,0,4404.89,62111.1,10980.73,13018.93,5041.98,29041.64,91152.74
Fiscal,2016,32113,28324.71,0,1127.26,29451.97,6395.57,6545.45,2506.61,15447.63,44899.6
Fiscal,2015,23287,52668.66,0,0,52668.66,11813.58,8460.92,4134.83,24409.33,77077.99
Calendar,2015,31961,77359.71,0,0,77359.71,15909.42,12424.49,6264.46,34598.37,111958.08
Fiscal,2016,47634,140566,58109.22,14013.6,212688.82,24955.97,13081.28,3592.33,41629.58,254318.4
Fiscal,2014,16416,62428.56,0,0,62428.56,13309.73,12344.76,5159.39,30813.88,93242.44
Fiscal,2014,47760,112164,14084.54,12073.12,138321.66,22958.26,12464.61,2293.18,37716.05,176037.71
Calendar,2014,30501,23571.01,0,0,23571.01,5025.36,4016.91,4660.36,13702.63,37273.64
Fiscal,2013,21830,63170.74,0,421.9,63592.64,11580.16,12801.79,5327.54,29709.49,93302.13
Calendar,2014,38253,20396.18,0,199.26,20595.44,5185.02,6549.45,1705.7,13440.17,34035.61
Calendar,2014,46809,65880.66,7424.44,2990.13,76295.23,20116.83,13959.51,5857.89,39934.23,116229.46
Calendar,2013,34180,109809,22469.27,648,132926.27,21152.41,12918.24,9646.66,43717.31,176643.58
Calendar,2013,3611,19235.5,0,6779,26014.5,1402.76,0,7028.58,8431.34,34445.84
Fiscal,2014,9462,7975.15,0,177.51,8152.66,0,3583.57,631.18,4214.75,12367.41
Fiscal,2015,38082,85939.1,0,0,85939.1,19273.49,12165.29,6910.65,38349.43,124288.53
Calendar,2013,44016,60102,0,648.01,60750.01,11937.33,12918.24,4581.94,29437.51,90187.52
Fiscal,2015,9686,54482,0,0,54482,12220.32,8333.71,4502.29,25056.32,79538.32
Calendar,2015,8803,153253.37,0,0,153253.37,30786.17,12424.5,25339.74,68550.41,221803.78
Fiscal,2016,2845,52979.03,0,4279.04,57258.07,10317.36,11958.46,4756,27031.82,84289.89
Fiscal,2016,19821,10094.36,0,839.43,10933.79,0,888.51,848.64,1737.15,12670.94
Fiscal,2016,37219,5922.3,0,0,5922.3,0,947.74,447.11,1394.85,7317.15
Fiscal,2015,7163,71936.88,0,626.31,72563.19,16275.86,12498.76,5944.24,34718.86,107282.05
Calendar,2015,5216,113233.58,19811.33,23104.41,156149.32,25904.58,15196.12,392.22,41492.92,197642.24
Fiscal,2013,49852,118898.24,5133.95,2930.98,126963.17,21201.99,12801.79,2053.38,36057.16,163020.33
Calendar,2013,47625,7990.5,0,0,7990.5,1703.59,1674.58,618.07,3996.24,11986.74
Calendar,2015,34905,76807.02,0,612.89,77419.91,15957.99,12202.95,5608.78,33769.72,111189.63
Fiscal,2015,42470,55533.13,0,626.4,56159.53,14489.09,12500.56,4620.97,31610.62,87770.15
Fiscal,2014,35680,21698.2,0,0,21698.2,4626.04,2205.28,3124.68,9956,31654.2
Calendar,2014,18878,93947.61,2318.54,11429.05,107695.2,22005.55,13021.11,1735.89,36762.55,144457.75
Fiscal,2013,31430,88739.4,22831.21,11569.38,123139.99,17169.22,12900.26,8564.78,38634.26,161774.25
Calendar,2014,38450,66078.51,5680.7,5604.1,77363.31,14439.6,13004.73,6094.93,33539.26,110902.57
Fiscal,2015,7277,58196.33,0,0,58196.33,13053.47,12500.56,4667.76,30221.79,88418.12
Calendar,2013,52881,65448,386.33,0,65834.33,12860.45,12918.25,5331.78,31110.48,96944.81
Fiscal,2015,44550,3158.89,0,202.13,3361.02,5028.75,0,1821,6849.75,10210.77
Fiscal,2014,49434,6828.5,73.16,167.4,7069.06,1736.38,1677.93,562.51,3976.82,11045.88
Calendar,2014,37195,91002.9,69319.64,6675.6,166998.14,20617.51,13306,10376.67,44300.18,211298.32
Fiscal,2015,3496,50019.21,9415.11,8635.84,68070.16,12839.87,10074.5,5371.93,28286.3,96356.46
Calendar,2014,46439,65055.02,0,624,65679.02,14353.8,13054.94,5339.79,32748.53,98427.55
Fiscal,2014,20091,96243.91,0,480,96723.91,20621.58,12512.55,7811.15,40945.28,137669.19
Fiscal,2013,34770,3673.7,0,0,3673.7,0,837.05,290.21,1127.26,4800.96
Fiscal,2015,41632,62750,14121.65,7422.27,84293.92,18781.11,12568.21,6383.12,37732.44,122026.36
Fiscal,2015,30250,76269.11,0,480,76749.11,17214.84,12500.56,6169.07,35884.47,112633.58
Calendar,2015,159,85085,0,0,85085,18994.23,12424.5,6794.22,38212.95,123297.95
Calendar,2014,26380,138505.94,10392.17,5951.29,154849.4,29064.13,13054.94,2574.27,44693.34,199542.74
Calendar,2013,25665,24248.01,2045.93,34624.36,60918.3,4621.63,1913.81,75.74,6611.18,67529.48
Fiscal,2013,8586,110427.03,456.51,12717.59,123601.13,20985.48,11418.33,9823.98,42227.79,165828.92
Fiscal,2016,2834,74403.12,0,3623.93,78027.05,13962.48,12967.49,6326.71,33256.68,111283.73
Fiscal,2014,19075,8166.6,0,0,8166.6,1741.12,1869.69,649.64,4260.45,12427.05
Calendar,2014,2846,22593.7,6808.01,2202.79,31604.5,6055.59,6525.59,2544.93,15126.11,46730.61
Calendar,2014,8347,62710.77,9303.92,2143.86,74158.55,16869.34,14013.85,5699.25,36582.44,110740.99
Fiscal,2014,22250,20661.29,0,533.65,21194.94,0,5938.66,1640.9,7579.56,28774.5
Fiscal,2015,30521,81387.98,3693.64,474.3,85555.92,18255.37,12428.72,6959.19,37643.28,123199.2
Fiscal,2015,18852,115797.08,0,0,115797.08,25405.92,12506.53,8999.97,46912.42,162709.5
Fiscal,2014,48724,14556.71,0,806.67,15363.38,0,1779.81,1189.43,2969.24,18332.62
Fiscal,2015,50246,8987.1,0,0,8987.1,1971.77,1388.95,694.18,4054.9,13042
Calendar,2014,50353,73918.11,0,1649.66,75567.77,16524.37,12755.05,6239.59,35519.01,111086.78
Calendar,2013,43668,47080,0,0,47080,9802.1,4784.53,3457.52,18044.15,65124.15
Fiscal,2015,21896,124811.81,0,1437.5,126249.31,27699.14,12500.56,10123.52,50323.22,176572.53
Calendar,2013,30722,101255.55,0,0,101255.55,19903.8,12918.24,8177.52,40999.56,142255.11
Calendar,2013,52150,86661.25,0,0,86661.25,17063.8,12918.23,6998.4,36980.43,123641.68
Fiscal,2013,44906,59878.02,10341.95,3416.62,73636.59,11392.29,12801.79,6105.9,30299.98,103936.57
Fiscal,2014,13686,3096.89,0,994.81,4091.7,683.13,673.63,357.45,1714.21,5805.91
Calendar,2015,3339,3337.88,0,363.46,3701.34,0,0,62.92,62.92,3764.26
Calendar,2015,11073,135053.22,0,0,135053.22,27178.66,12424.5,9945.82,49548.98,184602.2
Calendar,2013,12540,102751.03,0,0,102751.03,20198.24,12918.24,8266.22,41382.7,144133.73
Calendar,2015,23466,92537.3,0,0,92537.3,19055.52,12424.49,7077.56,38557.57,131094.87
Fiscal,2014,9657,160273.07,0,0,160273.07,33368.86,12512.56,15115.02,60996.44,221269.51
Fiscal,2016,25899,4267.21,37.13,0,4304.34,0,1081.79,334.08,1415.87,5720.21
Fiscal,2016,34875,86007.45,71.24,37935.68,124014.37,17033.63,7389.99,8125.37,32548.99,156563.36
Calendar,2013,39593,37320.63,0,9936.14,47256.77,8395.87,3385.06,3272.37,15053.3,62310.07
Calendar,2015,32759,62349.7,4873.31,4162.96,71385.97,18156.35,12277.68,5398.63,35832.66,107218.63
Fiscal,2016,8134,88716.6,0,0,88716.6,16510.11,13068.8,7118.48,36697.39,125413.99
Fiscal,2015,39279,8848.91,1108.52,255.3,10212.73,0,2523.46,790.67,3314.13,13526.86
Calendar,2013,10983,21934,0,0,21934,5444.01,5262.99,1778.39,12485.39,34419.39
Fiscal,2015,17984,71370.71,0,0,71370.71,16008.45,11333.12,5824.93,33166.5,104537.21
Fiscal,2016,19,8848.3,0,0,8848.3,0,3287.65,714.52,4002.17,12850.47
Calendar,2013,39749,19164,0,0,19164,4085.76,2870.73,1531.48,8487.97,27651.97
Calendar,2015,5909,75899.59,0,0,75899.59,15417.83,9796.24,6079.31,31293.38,107192.97
Calendar,2015,46859,63584.24,3863.34,380,67827.58,13150.47,12424.5,5450.78,31025.75,98853.33
Calendar,2013,22803,24564.43,0,511.71,25076.14,5664.39,6489.03,2026.99,14180.41,39256.55
Calendar,2014,24272,140938.7,137.84,35357.03,176433.57,37005.38,13004.73,1875.03,51885.14,228318.71
Calendar,2013,20776,114649.8,11937.78,14205.69,140793.27,24213.06,12918.25,2375.98,39507.29,180300.56
Fiscal,2014,29549,195214.92,0,0,195214.92,40565.4,12512.56,10915.96,63993.92,259208.84
Calendar,2013,40933,78678.6,14606.18,6069.79,99354.57,16214.48,12966.13,7896.93,37077.54,136432.11
Fiscal,2014,564,63270.94,181.4,0,63452.34,13489.34,12512.55,4967.22,30969.11,94421.45
Calendar,2015,23319,69273.51,20072.16,7790.54,97136.21,21130.48,13654.94,7593.94,42379.36,139515.57
Calendar,2013,7386,77153.72,0,3229.66,80383.38,15799.54,12966.09,6418.43,35184.06,115567.44
Fiscal,2013,38380,124714.73,610.78,8320.22,133645.73,22661.31,11570.85,319.91,34552.07,168197.8
Fiscal,2016,18397,5320.15,0,0,5320.15,0,2331.93,428.6,2760.53,8080.68
Calendar,2014,28367,25049.53,0,0,25049.53,2215.29,7647.81,2046.11,11909.21,36958.74
Fiscal,2016,51104,41890.66,0,4221.84,46112.5,9982.17,11045.15,3532.46,24559.78,70672.28
Fiscal,2016,35469,9914.72,100.54,194.3,10209.56,1881.28,2305.62,831.31,5018.21,15227.77
Fiscal,2013,35178,88071.02,1355.66,6906.6,96333.28,18596.67,12774.46,1570.89,32942.02,129275.3
Fiscal,2015,4159,146232.2,0,19477.27,165709.47,34201,12452.66,5233.26,51886.92,217596.39
Fiscal,2016,30359,1579.5,0,284.31,1863.81,0,124.71,125.3,250.01,2113.82
Fiscal,2016,47477,33825.57,174.8,107.07,34107.44,7461.76,10778.46,2773.24,21013.46,55120.9
Calendar,2015,40349,47281.52,0,0,47281.52,11329.82,12423.01,3983.9,27736.73,75018.25
Fiscal,2015,16163,96412,12166.85,4346.67,112925.52,22265.37,12500.55,9272.34,44038.26,156963.78
Calendar,2015,48024,101353.03,0,0,101353.03,20876.87,12424.5,8150.25,41451.62,142804.65
Fiscal,2016,42819,7630.67,108.3,0,7738.97,0,2584.46,600.66,3185.12,10924.09
Fiscal,2016,51972,78621.19,0,200,78821.19,14631.31,13068.8,6528.6,34228.71,113049.9
Calendar,2014,12355,40191.14,4943.65,4046.48,49181.27,7454.67,11796.52,3692.12,22943.31,72124.58
