Year_Type,Year,Employee_Identifier,Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
Fiscal,2015,19801,0,0,0,0,0,0,-45.06,-45.06,-45.06
Fiscal,2015,26410,47859.61,0,474.38,48333.99,10841.29,9811.14,3749.32,24401.75,72735.74
Fiscal,2015,13213,3688.3,0,0,3688.3,0,526.84,283.96,810.8,4499.1
Calendar,2015,363,55.1,0,0,55.1,0,23.89,4.36,28.25,83.35
Fiscal,2014,47162,33824.6,0,0,33824.6,3266.92,10738.73,2618.6,16624.25,50448.85
Calendar,2013,34822,92300.5,0,0,92300.5,18170.2,12884.27,6799.51,37853.98,130154.48
Fiscal,2015,13348,13603.2,0,0,13603.2,3051.18,2610.27,1116.04,6777.49,20380.69
Fiscal,2014,48364,4356.31,100.8,159.2,4616.31,9.56,206.74,39.08,255.38,4871.69
Calendar,2013,21141,73899,0,648,74547,14648.43,12918.25,6153.28,33719.96,108266.96
Calendar,2013,29287,43545.7,254.28,389.1,44189.08,9224.3,10430.29,3533.66,23188.25,67377.33
Calendar,2015,330,93433.84,4260.23,228.38,97922.45,19449.54,10933.03,8366.53,38749.1,136671.55
Calendar,2014,49975,89998.4,0,0,89998.4,19675.92,13054.94,7251.69,39982.55,129980.95
Fiscal,2014,46529,104538.8,0,15978.81,120517.61,23718.77,11170.2,9641.62,44530.59,165048.2
Fiscal,2015,14893,18077.3,0,0,18077.3,4663.94,4166.85,1450.12,10280.91,28358.21
Calendar,2015,33149,60366.81,1215.86,3371.07,64953.74,12864.4,11892.87,5035.86,29793.13,94746.87
Calendar,2014,12760,2003.4,0,7844.71,9848.11,430.71,351.48,782.96,1565.15,11413.26
Fiscal,2014,12597,0,686.62,0,686.62,0,0,11.08,11.08,697.7
Fiscal,2014,32857,96243.93,0,0,96243.93,20519.28,12512.54,7797.74,40829.56,137073.49
Calendar,2015,31985,56163.3,24.46,1276.46,57464.22,10885.46,8601.58,3973.01,23460.05,80924.27
Fiscal,2013,35851,1632,0,0,1632,0,837.04,126.35,963.39,2595.39
Fiscal,2015,37233,47501.31,0,7.34,47508.65,12257.25,12500.55,3933.87,28691.67,76200.32
Calendar,2013,48649,36152,0,0,36152,6402.48,3827.62,2941.85,13171.95,49323.95
Fiscal,2016,25075,7864.7,0,0,7864.7,1729.46,2942.98,629.94,5302.38,13167.08
Calendar,2014,5670,78025.64,11888.51,13333.07,103247.22,19292.84,10801.08,1726.64,31820.56,135067.78
Fiscal,2015,10367,61156.1,268.5,5978.56,67403.16,14032.46,10997.85,5301,30331.31,97734.47
Calendar,2013,37535,51165,12578.89,2257.51,66001.4,9987.26,10765.2,5415.71,26168.17,92169.57
Calendar,2015,42514,1233.8,0,35.7,1269.5,0,525.65,98.53,624.18,1893.68
Calendar,2015,47924,81942,7261.43,4277.05,93480.48,17022.67,12424.5,7464.62,36911.79,130392.27
Calendar,2013,44283,90693.04,0,1688,92381.04,18152.66,12918.24,7634.87,38705.77,131086.81
Calendar,2014,29650,26884.84,0,6375.38,33260.22,0,2530.21,2575.01,5105.22,38365.44
Calendar,2014,12475,23014.58,0,510.02,23524.6,4906.69,5188.9,1846.45,11942.04,35466.64
Fiscal,2015,4453,57297.42,6946.23,972.14,65215.79,17275.46,11481.42,5017.68,33774.56,98990.35
Calendar,2013,35102,35346.79,0,2076.19,37422.98,7147.92,3913.21,3057.65,14118.78,51541.76
Fiscal,2014,1211,63080.09,4240.2,329.69,67649.98,18188.21,12805.35,5193.01,36186.57,103836.55
Fiscal,2013,4709,50726,0,624,51350,10634.52,12801.79,4285.22,27721.53,79071.53
Fiscal,2016,2519,57922.34,3686.24,2313.3,63921.88,10896.38,13068.8,5227.02,29192.2,93114.08
Fiscal,2015,18436,81862.21,7847.09,4223.85,93933.15,18502.17,12500.56,7232.18,38234.91,132168.06
Fiscal,2015,20204,40364.7,0,0,40364.7,9053.87,7519.49,3189,19762.36,60127.06
Fiscal,2014,53760,102035.73,0,0,102035.73,21754.02,12512.55,8150.33,42416.9,144452.63
Calendar,2014,25558,2758.5,67.05,159.57,2985.12,654.52,451.9,47.67,1154.09,4139.21
Calendar,2015,10946,12393.57,0,0,12393.57,0,1478.4,962.47,2440.87,14834.44
Fiscal,2015,8880,55364.85,0,0,55364.85,14284.11,12500.56,4498.27,31282.94,86647.79
Calendar,2014,33823,63978.01,1339.85,0,65317.86,13981.94,13054.96,5032.39,32069.29,97387.15
Calendar,2015,50097,68499.04,41300.14,8815.4,118614.58,21235.24,13499.46,9083.24,43817.94,162432.52
Fiscal,2015,14625,3268.34,0,17.39,3285.73,0,675.02,254.38,929.4,4215.13
Calendar,2015,50840,0,0,3263.57,3263.57,0,68.5,230.54,299.04,3562.61
Fiscal,2014,4954,64551.92,0,542.38,65094.3,13878.11,10834.2,5410.92,30123.23,95217.53
Fiscal,2013,29202,54444.02,0,0,54444.02,9914.32,12801.79,4551.76,27267.87,81711.89
Fiscal,2016,6728,120717.82,2521.05,15209.56,138448.43,21991.65,12570,10026.3,44587.95,183036.38
Fiscal,2013,40319,65924.34,587.27,0,66511.61,12004.74,10881.52,5578.38,28464.64,94976.25
Calendar,2014,51328,112986.53,0,0,112986.53,24134.08,13054.94,9231.65,46420.67,159407.2
Calendar,2015,41828,124974.24,368.78,32272.86,157615.88,28831.86,11064.97,5838.24,45735.07,203350.95
Calendar,2014,44420,97470.91,31111.16,0,128582.07,21267.19,12303.27,9681.33,43251.79,171833.86
Fiscal,2015,16217,76269.12,0,0,76269.12,17107.2,12500.56,6144.7,35752.46,112021.58
Fiscal,2014,16768,36061.03,0,50,36111.03,0,3400.74,2777.52,6178.26,42289.29
Calendar,2013,13353,80541.01,584.84,3084.49,84210.34,15940.33,12918.24,6786.31,35644.88,119855.22
Fiscal,2014,45482,76582.3,17476.1,6166.4,100224.8,17323.7,12608.42,1641.84,31573.96,131798.76
Fiscal,2016,23757,12968.8,0,0,12968.8,2413.5,2144.88,1036.01,5594.39,18563.19
Calendar,2014,27239,21691.97,0,420,22111.97,4959.72,3514.79,1815.3,10289.81,32401.78
Fiscal,2014,4910,25391,0,104.57,25495.57,5435.67,4434.53,2056.48,11926.68,37422.25
Fiscal,2013,23473,2555.68,0,9.47,2565.15,0,929.36,198.59,1127.95,3693.1
Calendar,2015,14155,126994.02,0,0,126994.02,25557.71,12424.5,9944.5,47926.71,174920.73
Calendar,2015,46443,82587.79,2002.73,8233.08,92823.6,0,6621.31,3071.39,9692.7,102516.3
Calendar,2015,50849,72673.99,0,3266.4,75940.39,14754.67,10226.27,6239.08,31220.02,107160.41
Fiscal,2015,52150,39343.2,0,1054.56,40397.76,8824.67,4645.79,3248.08,16718.54,57116.3
Fiscal,2015,38268,81038.95,7453.34,3487.59,91979.88,18125.48,12524.49,2211.55,32861.52,124841.4
Fiscal,2013,7289,50640.64,0,622.92,51263.56,10616.64,12780.25,3808.73,27205.62,78469.18
Calendar,2013,20889,7147.2,148.9,0,7296.1,0,2296.57,564.87,2861.44,10157.54
Fiscal,2015,17097,20747.4,3670.73,2659.73,27077.86,5905.02,6178.44,2162.2,14245.66,41323.52
Calendar,2015,632,15958.36,0,169.86,16128.22,0,5272.95,1250.73,6523.68,22651.9
Calendar,2015,41610,3915,0,31.54,3946.54,734.45,477.86,66.18,1278.49,5225.03
Fiscal,2013,24814,13389.94,456.95,34.62,13881.51,0,0,1096.64,1096.64,14978.15
Calendar,2015,32633,3499.38,0,405.93,3905.31,0,298.66,303.11,601.77,4507.08
Fiscal,2016,51333,134316.2,0,10828.08,145144.28,24351.49,11123.45,9079.27,44554.21,189698.49
Calendar,2014,8783,101669.02,0,0,101669.02,22219.08,13054.94,8273.97,43547.99,145217.01
Calendar,2015,27230,108038.01,16500.47,3138.6,127677.08,22281.99,12424.5,9816.97,44523.46,172200.54
Fiscal,2013,21807,69401.41,4397.89,9707.16,83506.46,12882.07,12707.92,2094.44,27684.43,111190.89
Calendar,2013,34134,59013.5,0,0,59013.5,12183.21,7655.27,4810.54,24649.02,83662.52
Fiscal,2015,9898,18821.56,107.46,0,18929.02,0,4362.92,1465.49,5828.41,24757.43
Calendar,2014,21437,4587.38,0,0,4587.38,0,1189.37,355.16,1544.53,6131.91
Calendar,2013,1382,60102.01,813.89,0,60915.9,11809.84,12918.24,4790.3,29518.38,90434.28
Fiscal,2013,3745,107224.96,48.17,14722.38,121995.51,20383.73,11305.14,9316.21,41005.08,163000.59
Calendar,2015,44332,53424.25,2091.22,6717.48,62232.95,11036.6,6684.14,5078.35,22799.09,85032.04
Fiscal,2013,33244,74022.02,0,0,74022.02,13479.44,12801.79,5950.05,32231.28,106253.3
Calendar,2015,47505,79722.06,9981.75,2350,92053.81,16916.38,12424.55,7348.65,36689.58,128743.39
Fiscal,2015,29893,83697.03,19591.75,6122.6,109411.38,19360.93,12500.56,8882.74,40744.23,150155.61
Fiscal,2013,25539,105742.01,381.28,2113.81,108237.1,19101.18,12801.79,8719.5,40622.47,148859.57
Calendar,2014,40896,59555.22,1727.19,2834.79,64117.2,13154.77,13054.94,4822.22,31031.93,95149.13
Fiscal,2015,52493,49.23,0,0,49.23,0,16.46,3.81,20.27,69.5
Fiscal,2016,3053,64668.66,2824.22,2942.13,70435.01,12547.4,13068.8,5444.84,31061.04,101496.05
Fiscal,2014,43312,92342.86,60981.37,19503.13,172827.36,20789.94,12407.91,2897.91,36095.76,208923.12
Calendar,2015,9153,302.77,56.77,250,609.54,85.68,95.58,27.84,209.1,818.64
Fiscal,2016,1299,1255.5,0,1.24,1256.74,0,505.04,97.62,602.66,1859.4
Calendar,2013,29979,30754.81,2582.08,1358.03,34694.92,5802.89,4344.48,2850.12,12997.49,47692.41
Fiscal,2014,42367,103693.8,0,0,103693.8,22107.51,12512.55,8322.59,42942.65,146636.45
Fiscal,2015,36402,7217.71,0,180,7397.71,1659.31,1173.42,602.8,3435.53,10833.24
Calendar,2014,38074,60246.21,0,2772.66,63018.87,7769.52,11925.18,4939.9,24634.6,87653.47
Fiscal,2016,22005,154158.11,0,0,154158.11,27948.91,13068.8,10910.26,51927.97,206086.08
Fiscal,2014,40933,78625.8,17977.65,7582.95,104186.4,18070.95,12632.4,8264.08,38967.43,143153.83
Fiscal,2015,34876,619.88,0,0,619.88,0,269.41,55.46,324.87,944.75
Fiscal,2015,52093,26653.52,2919.54,1219.4,30792.46,7774.83,8432.61,2075.36,18282.8,49075.26
Fiscal,2014,31532,150029.75,0,0,150029.75,31236.2,12512.53,9815.35,53564.08,203593.83
Fiscal,2015,37020,28440.6,0,0,28440.6,0,2370.8,2201.88,4572.68,33013.28
Fiscal,2014,29618,81682.8,0,0,81682.8,17414.8,12512.55,5611.55,35538.9,117221.7
Calendar,2015,32427,107416.01,1015.84,13358.2,121790.05,22469.61,12424.52,9575.51,44469.64,166259.69
Calendar,2015,46051,91741.81,8842.62,2175.97,102760.4,18737.84,9557.3,1712.13,30007.27,132767.67
Calendar,2014,11015,157612.02,8084.28,6479.93,172176.23,33054.69,13054.94,2750.06,48859.69,221035.92
Calendar,2013,10652,51588.02,0,0,51588.02,10740.6,5741.44,3544.89,20026.93,71614.95
Calendar,2015,27209,69338.22,130.73,0,69468.95,14713.59,9557.32,5138.66,29409.57,98878.52
Fiscal,2014,41617,64959.34,19074.93,795.92,84830.19,18864.22,13186.83,6181.04,38232.09,123062.28
Calendar,2015,46985,80357,0,0,80357,16562.14,12424.51,6670.19,35656.84,116013.84
Fiscal,2014,27462,79800.02,0,24883.22,104683.24,16718.5,4794.08,1888.52,23401.1,128084.34
Calendar,2013,53729,95394.42,1584.46,9017.83,105996.71,19961.13,12918.24,1678.22,34557.59,140554.3
Fiscal,2015,49642,52419.02,0,5607.07,58026.09,13015.27,6176.94,4718.06,23910.27,81936.36
Calendar,2015,22520,36759.97,4407.59,1270.22,42437.78,9830.08,11480,3272.1,24582.18,67019.96
Calendar,2013,47780,85618.4,0,0,85618.4,16841.5,12918.25,6554.7,36314.45,121932.85
Calendar,2013,3758,131415.01,0,11688.68,143103.69,26794.16,12918.24,2417.29,42129.69,185233.38
Calendar,2015,28605,36695.58,72.98,0,36768.56,8862.71,8948.98,3011.76,20823.45,57592.01
Calendar,2013,28873,66744,3045.11,7864.58,77653.69,19640.83,12918.25,6371.7,38930.78,116584.47
Fiscal,2013,2176,74719.83,0,0,74719.83,13606.54,12786.15,6284.28,32676.97,107396.8
Fiscal,2016,39334,3209.82,499.64,0,3709.46,0,991.38,287.92,1279.3,4988.76
Fiscal,2014,22113,70098.18,67991.41,6904.72,144994.31,22105.78,14230.02,9064.63,45400.43,190394.74
Fiscal,2015,1597,70472.04,0,0,70472.04,15806.82,11851.82,5046.75,32705.39,103177.43
Fiscal,2014,13093,63207.85,1090.82,1300,65598.67,13753.07,0,5045.09,18798.16,84396.83
Fiscal,2016,51157,3422.48,139.13,28.2,3589.81,0,1150.38,278.63,1429.01,5018.82
Fiscal,2016,50910,0,0,9125.46,9125.46,0,0,698.1,698.1,9823.56
Fiscal,2015,33917,40391.32,1569.76,2912.92,44874,11041.65,11928.75,3635.16,26605.56,71479.56
Fiscal,2016,46789,9256.95,0,0,9256.95,0,3443.35,733.2,4176.55,13433.5
Fiscal,2015,50155,45954.17,886.05,4530.25,51370.47,11168.21,8277.78,4011.94,23457.93,74828.4
Fiscal,2014,18671,89054.2,0,0,89054.2,18541.09,6567.89,6895.98,32004.96,121059.16
Fiscal,2015,15152,97304.91,0,3057.66,100362.57,0,8613.46,7770.08,16383.54,116746.11
Fiscal,2015,7001,84506.03,0,1252.2,85758.23,19235.57,12506.54,7035.5,38777.61,124535.84
Fiscal,2014,4805,112703.76,73954.58,19707.16,206365.5,25981.96,15245.17,3364.23,44591.36,250956.86
Fiscal,2013,852,20614.5,0,0,20614.5,3650.85,2215.69,3323.11,9189.65,29804.15
Fiscal,2015,7518,5268.3,0,0,5268.3,1155.86,814.21,406.28,2376.35,7644.65
Calendar,2014,41208,94984.01,0,0,94984.01,20758.06,13054.94,7442.36,41255.36,136239.37
Fiscal,2016,19679,50906.72,0,1480,52386.72,11524.42,13068.8,3962.55,28555.77,80942.49
Calendar,2015,7515,85368.06,0,624,85992.06,17718.6,12424.5,6800.29,36943.39,122935.45
Calendar,2013,4609,76869,0,648,77517,15224.74,12918.24,6408.54,34551.52,112068.52
Calendar,2015,51431,5953.16,62.09,190.08,6205.33,0,2783.56,481.26,3264.82,9470.15
Fiscal,2013,33717,108494.61,105.07,24540.06,133139.74,25437.7,11439.01,8875.14,45751.85,178891.59
Fiscal,2016,44064,71991.3,19448.93,12012.95,103453.18,14736.34,13068.8,8402.89,36208.03,139661.21
Fiscal,2014,7982,97358.7,0,0,97358.7,20756.91,12512.55,7523.49,40792.95,138151.65
Calendar,2013,47135,122146.51,12545.43,15860.56,150552.5,23226.57,12918.24,2558.37,38703.18,189255.68
Fiscal,2015,3076,54487.46,3458.43,795.24,58741.13,14057.74,12267.06,4852.48,31177.28,89918.41
Fiscal,2015,47127,55640.51,0,0,55640.51,14355.19,12500.55,4459.56,31315.3,86955.81
Fiscal,2015,47608,10691.95,27.08,0,10719.03,0,3553.2,829.86,4383.06,15102.09
Calendar,2014,19131,89348.05,1926.75,8738.02,100012.82,20686.71,13054.94,8127.75,41869.4,141882.22
Calendar,2014,46546,26014.01,0,380.22,26394.23,6665.77,6981.94,2175.57,15823.28,42217.51
Calendar,2013,23007,4654.4,0,111.61,4766.01,0,1644.68,368.99,2013.67,6779.68
Fiscal,2015,9947,112703.71,38160,19120.62,169984.33,27265.58,15230.57,2884.13,45380.28,215364.61
Fiscal,2013,43921,96096,0,0,96096,17499.04,12801.79,7751.58,38052.41,134148.41
Fiscal,2014,32138,113833.28,0,6987.54,120820.82,27342.47,11253.32,9313.44,47909.23,168730.05
Calendar,2014,49981,90692.62,0,860,91552.62,19985.7,11525.06,7398.91,38909.67,130462.29
Fiscal,2014,42269,203210.81,0,0,203210.81,42436.52,12512.54,17545.94,72495,275705.81
Fiscal,2015,43478,98587.84,0,0,98587.84,21630.12,10532.19,16792.13,48954.44,147542.28
Calendar,2014,47503,294000.18,0,0,294000.18,62781.22,13054.94,21340,97176.16,391176.34
Fiscal,2014,23189,8365.71,0,0,8365.71,0,3213.53,647.68,3861.21,12226.92
Calendar,2013,45072,57102,414.23,0,57516.23,8937.87,12918.25,4611.38,26467.5,83983.73
Calendar,2015,11195,28600,0,0,28600,5322.47,4539.72,2266.43,12128.62,40728.62
Calendar,2014,53639,86679,0,8896.22,95575.22,20527.22,13054.94,7406.17,40988.33,136563.55
Calendar,2013,15404,28841.5,0,0,28841.5,6527.99,12918.24,2241.33,21687.56,50529.06
Calendar,2014,35713,139497.2,10845.49,15166.63,165509.32,29279.83,13054.94,2696.07,45030.84,210540.16
Fiscal,2015,10128,146775.5,712.38,9062.09,156549.97,24145.91,12500.56,1680.49,38326.96,194876.93
Fiscal,2015,12274,49087.1,0,0,49087.1,12664.47,12500.56,3988.35,29153.38,78240.48
Fiscal,2014,51007,65122.11,0,501.6,65623.71,13991,10019.63,5419.8,29430.43,95054.14
Fiscal,2013,17429,53191.8,0,4144.8,57336.6,9936.05,12851.02,4782.65,27569.72,84906.32
Fiscal,2015,5520,2408.4,0,0,2408.4,0,574.75,186.45,761.2,3169.6
Fiscal,2015,4092,125940.92,0,0,125940.92,27631.52,12500.56,10145.07,50277.15,176218.07
Fiscal,2015,27641,0,0,5503.02,5503.02,0,0,0,0,5503.02
Calendar,2015,46022,10960.62,0,97.48,11058.1,0,3628.79,858.01,4486.8,15544.9
Fiscal,2014,17182,49677.61,17443.68,3075.84,70197.13,10747.55,11195.67,5607.04,27550.26,97747.39
Calendar,2013,10804,36275.73,4969.13,5949.24,47194.1,7561.38,6990.02,3893.37,18444.77,65638.87
Fiscal,2015,25884,91201.21,1014.35,8299.8,100515.36,23402.58,11804.11,1188.96,36395.65,136911.01
Calendar,2014,47894,109163.05,61678.48,10680,181521.53,23868.26,13054.94,10653.95,47577.15,229098.68
Calendar,2014,21619,50422.5,2910.88,6039.09,59372.47,11808.24,7381.06,4882.71,24072.01,83444.48
Fiscal,2014,29135,47434.77,281.9,422.85,48139.52,10113.09,8157.2,4065.75,22336.04,70475.56
Calendar,2015,43647,67097.18,0,622.52,67719.7,13970.65,12299.42,5569.9,31839.97,99559.67
Calendar,2014,8765,15092.78,0,0,15092.78,3385.32,3508.51,1222.02,8115.85,23208.63
Calendar,2013,13177,116956.72,44775.35,12019.27,173751.34,23454.33,15788.96,2934.28,42177.57,215928.91
Fiscal,2013,22759,1019.22,0,18.72,1037.94,0,429.29,80.36,509.65,1547.59
Fiscal,2016,48970,6414.07,0,223.09,6637.16,0,2176.06,515.16,2691.22,9328.38
Fiscal,2015,31306,74864.26,0,2449.14,77313.4,17285.34,12509.53,6379.64,36174.51,113487.91
Fiscal,2014,14907,300,0,0,300,0,71.91,20.68,92.59,392.59
Calendar,2013,27330,79570.5,0,2790,82360.5,15729.83,12918.24,6425.9,35073.97,117434.47
Fiscal,2013,21777,13459.05,0,0,13459.05,11693.3,1095.54,5547.79,18336.63,31795.68
Fiscal,2016,25136,96722,2581.29,2151.36,101454.65,18400.37,13068.8,8322.23,39791.4,141246.05
Fiscal,2014,30094,63118.93,0,1372.63,64491.56,13749.64,10639.32,5278.25,29667.21,94158.77
Fiscal,2014,52999,164492.1,0,0,164492.1,34247.25,12512.55,18102.23,64862.03,229354.13
Fiscal,2014,36672,105173.55,33389.69,4994.37,143557.61,21515.29,10786.68,2308.75,34610.72,178168.33
Calendar,2015,47518,187198.9,0,21930.05,209128.95,41269.26,12424.5,11295.59,64989.35,274118.3
Calendar,2015,44381,72254,0,4692.7,76946.7,15766.48,11695.75,6211.32,33673.55,110620.25
Calendar,2015,41465,6566,0,0,6566,1694.03,1672.53,536.89,3903.45,10469.45
Fiscal,2015,34712,117144.5,35574.31,5570.79,158289.6,25315.92,12512.51,2635.62,40464.05,198753.65
Fiscal,2014,35434,199830.14,0,9992.01,209822.15,43684.95,12524.65,10669.04,66878.64,276700.79
Fiscal,2015,8204,74807.44,938.54,11242.96,86988.94,16908.85,12500.56,6798.48,36207.89,123196.83
Fiscal,2016,17832,47920.11,45.76,6309.14,54275.01,9690.34,10936.09,4254.52,24880.95,79155.96
Fiscal,2016,50398,124990.11,0,0,124990.11,22660.7,11640.97,9366.75,43668.42,168658.53
Fiscal,2015,27560,62138.21,0,0,62138.21,13633.16,0,8102.54,21735.7,83873.91
Calendar,2013,7210,107866.75,101.93,20815.9,128784.58,27293,11569.01,9581.21,48443.22,177227.8
Fiscal,2013,38024,53546.37,0,0,53546.37,11089.51,12722.39,4402.36,28214.26,81760.63
Fiscal,2014,43492,2241.75,0,0,2241.75,466.73,239.7,177.1,883.53,3125.28
Calendar,2014,16008,63978.06,613.77,1476.54,66068.37,13979.22,13054.94,5392.55,32426.71,98495.08
Fiscal,2013,26582,71105.36,0,0,71105.36,12946.48,12194.13,5732.35,30872.96,101978.32
Calendar,2013,25228,70812.74,6862.01,1550,79224.75,14236.99,12197.6,6536.25,32970.84,112195.59
Fiscal,2014,9968,23.1,0,0,23.1,0,8.99,1.78,10.77,33.87
Fiscal,2014,50427,181159.53,2060.14,7359.96,190579.63,36943.04,12512.55,3172.1,52627.69,243207.32
Calendar,2013,15888,130657.19,42382.43,16607.69,189647.31,25364.03,12918.25,473.75,38756.03,228403.34
Calendar,2013,35221,60384.03,18538.32,3915.17,82837.52,17189.51,12233.64,6290.35,35713.5,118551.02
Fiscal,2016,16663,128990.02,0,0,128990.02,23385.91,13068.8,10432.58,46887.29,175877.31
Fiscal,2014,18211,66908.5,12948.34,9460.81,89317.65,15430.74,12512.55,7262.05,35205.34,124522.99
Calendar,2015,29129,0,0,0,0,0,68.5,0,68.5,68.5
Calendar,2014,45428,92886.02,0,0,92886.02,20299.76,13054.94,6878.16,40232.86,133118.88
Fiscal,2016,36805,86141.92,1020.94,5050.6,92213.46,16031.09,12919.17,7229.97,36180.23,128393.69
Calendar,2014,11837,113209.02,0,0,113209.02,24180.4,13054.93,9297.34,46532.67,159741.69
Fiscal,2014,12792,19554.01,0,98.92,19652.93,12763.85,0,8448.55,21212.4,40865.33
Fiscal,2016,36524,7389,0,57.5,7446.5,1385.78,1209.61,584.22,3179.61,10626.11
Calendar,2013,5326,98163.1,248.2,10990.16,109401.46,22014.74,9461.42,8909.13,40385.29,149786.75
Fiscal,2013,6029,66980.68,0,1176.63,68157.31,12411.47,12582.87,5702.43,30696.77,98854.08
Calendar,2013,52153,95365.88,1232.33,14095.89,110694.1,20913.39,12912.27,1813.9,35639.56,146333.66
Fiscal,2015,418,71370.74,0,1807.9,73178.64,16413.95,11333.12,5833.6,33580.67,106759.31
Fiscal,2015,7827,24994.58,0,425.75,25420.33,6558.47,7256.07,2055.77,15870.31,41290.64
Calendar,2013,2087,47655.01,1418.42,3708.18,52781.61,11062.07,12918.24,4258.59,28238.9,81020.51
Fiscal,2016,38225,58428.8,7792.13,1560,67780.93,11163.96,13068.8,5986.04,30218.8,97999.73
Fiscal,2014,50487,87344.4,0,0,87344.4,18621.82,12512.55,7170.43,38304.8,125649.2
Fiscal,2013,24044,19972.68,172.26,0,20144.94,4136.33,7225.63,1559.61,12921.57,33066.51
Calendar,2013,42809,94851.02,0,35,94886.02,18645.39,12918.24,7690.98,39254.61,134140.63
Fiscal,2014,47041,128578.99,96200.17,7714.77,232493.93,27694.93,15051.91,3433.14,46179.98,278673.91
Calendar,2013,2498,95127.95,15844.74,13873.77,124846.46,20836.26,12882.06,2101.61,35819.93,160666.39
Calendar,2015,47468,10949.8,0,300.15,11249.95,776.01,4688.63,911.02,6375.66,17625.61
Fiscal,2013,53520,53191.82,578.9,5144.54,58915.26,10324.44,12851.03,4898.58,28074.05,86989.31
Fiscal,2015,52785,78361.1,0,0,78361.1,17573.22,12548.45,6371.85,36493.52,114854.62
Calendar,2013,38082,81074.51,0,0,81074.51,15963.74,12918.24,6546.19,35428.17,116502.68
Calendar,2015,14896,80076.66,12275.67,5662.39,98014.72,16950.64,12472.29,1633.64,31056.57,129071.29
Fiscal,2015,10780,143178.35,642.16,17285.21,161105.72,31525.13,12572.39,401.95,44499.47,205605.19
Fiscal,2013,19526,14059.5,0,532.26,14591.76,2657.16,1723.32,1175.84,5556.32,20148.08
Calendar,2015,38300,174131.03,4885.31,11234.66,190251,36858.31,11923.22,10973.51,59755.04,250006.04
Calendar,2013,8205,105513.5,4015.38,0,109528.88,20460.24,12918.24,8865.94,42244.42,151773.3
Fiscal,2015,13363,6318.6,0,875.13,7193.73,1630.22,2825.8,585.35,5041.37,12235.1
Fiscal,2016,45647,64726.19,0,0,64726.19,12045.53,12253.57,5339.16,29638.26,94364.45
Fiscal,2016,40511,68562.4,0,0,68562.4,5161.02,11173.33,5487.47,21821.82,90384.22
Calendar,2013,21878,4916.25,0,28.8,4945.05,0,1306.78,382.85,1689.63,6634.68
Calendar,2013,35012,78569.4,0,0,78569.4,0,7000.37,6082.85,13083.22,91652.62
Fiscal,2016,42913,51566.39,0,0,51566.39,9348.98,4638.93,6697.64,20685.55,72251.94
Fiscal,2013,46562,46420.48,10596.63,2962.6,59979.71,9613.62,12798.72,4844.38,27256.72,87236.43
Calendar,2013,49082,130038.02,0,0,130038.02,24912.05,12918.24,9684.94,47515.23,177553.25
Calendar,2014,1665,99744,0,0,99744,21798.31,13054.94,8192.59,43045.84,142789.84
Fiscal,2016,17752,69583.9,1295.62,10811.04,81690.56,14463.03,13068.8,6741.36,34273.19,115963.75
Fiscal,2016,42565,68228.81,693.79,2616.55,71539.15,12963.02,13068.8,5896.18,31928,103467.15
Fiscal,2013,5166,69472,0,0,69472,12650.83,12801.79,5577.08,31029.7,100501.7
Fiscal,2016,49521,61122.24,1089.27,2897.26,65108.77,15397.88,12269.84,4961.9,32629.62,97738.39
Fiscal,2013,16888,99944.03,0,0,99944.03,17700.04,12801.79,8315.78,38817.61,138761.64
Fiscal,2016,20641,7454.14,0,0,7454.14,0,1078.67,578.55,1657.22,9111.36
Fiscal,2016,12279,107005.12,50457.84,11322.96,168785.92,21225.89,16011.78,2735.87,39973.54,208759.46
Fiscal,2016,44682,89687.5,0,0,89687.5,16690.78,13068.81,7311.52,37071.11,126758.61
Calendar,2014,32339,78343,231.98,930,79504.98,17322.16,13054.94,6319.71,36696.81,116201.79
Fiscal,2015,49115,61636.4,3168.06,3495.16,68299.62,14260.83,11973.72,2577.43,28811.98,97111.6
Fiscal,2013,30863,36765.91,14870.9,2809.93,54446.74,2036.32,12871.04,4359.27,19266.63,73713.37
Calendar,2013,24347,147054.77,12886.06,15413.04,175353.87,27960.75,12918.25,2815.35,43694.35,219048.22
Calendar,2014,48162,45666.2,13029.67,0,58695.87,11552.09,13054.94,4710.09,29317.12,88012.99
Calendar,2014,4271,77762.57,2920.19,11494.46,92177.22,18924.95,12986.53,1492.04,33403.52,125580.74
Calendar,2014,51231,59629.62,1197.73,7632.47,68459.82,14308.24,10641.66,5363.53,30313.43,98773.25
Calendar,2014,29608,62845,3074.25,2568.75,68488,13742.92,13054.94,5523.21,32321.07,100809.07
Fiscal,2014,30412,7881,0,0,7881,1680.24,1438.23,661.04,3779.51,11660.51
Fiscal,2015,13896,71712.19,0,570.6,72282.79,16212.98,11387,5762.83,33362.81,105645.6
Fiscal,2015,53367,36509.63,1943.46,4415.07,42868.16,9179.42,7022.58,3323.78,19525.78,62393.94
Calendar,2014,49502,75636.02,0,1599,77235.02,16879.46,13054.94,6364.65,36299.05,113534.07
Fiscal,2015,37450,144572.59,19321.86,15270.59,179165.04,31822.52,12506.54,440.06,44769.12,223934.16
Fiscal,2015,41174,0,0,18413.98,18413.98,0,0,1408.67,1408.67,19822.65
